index,medicament,avis_clean
108,abilify,cela fait environ 3 semaines que je le prends suite a une hospi suite a des tas d effets indesirables mon psy l a diminue de moitie j en suis a 5 mg maintenant a voir sur l efficacite au long terme mais perso j ai beaucoup de mal a supporter grosse fatigue asthenie hypotension orthostatique agitation insomnie fourmillements etc par contre aucun effet negatif sur le poids en ce qui me concerne un peu de diarrhee cette impression d etre toujours dans un etat second est epuisante mais je persevere
109,abilify,abilify 10 mg prescrit pour mes troubles bipolaires en phase maniaque associe a tercian 5 gouttes matin midi et 10 a 15 le soir abilify 5 mg en traitement de fond lorsque je suis stable je supporte tres bien ce medicament qui me stabilise facile a avaler tres peu d effets secondaires constipation
110,abilify,j aurais souhaite un traitement avec moins de fatigue a supporter et moins de trous de memoire et de formulation des mots plus facile
111,abilify,attention au melange abilify prozac qui a tendance a mettre en phase up
112,abilify,prendre le medicament a heures fixes pour ne pas l oublier et bien le repartit dans la journee si possible manger en meme temps
113,abilify,une horreur akythesie impossible d arreter de bouger les jambes meme la nuit je ne pouvais plus dormir cela me faisait aussi sauter les yeux par intermittence un vrai danger
114,abilify,se faire suivre par un bon psy c est primordial merci jp
115,abilify,manger equilibrer sinon prise de poids immediate
116,abilify,je suis le traitement tout les jours mais il me reste les symptomes dit negatifs de la schizophrenie
117,abilify,j ai fait une reelle allergie au zyprexa donc je prend abilify 10mg depuis mars 2014 je conseille perso c est pas parce que chez moi je reponds bien a cette molecule qu il faut augmenter les doses il est plus efficace a moindre doses que l haldol ou l
118,abilify,depuis le debut pas tres longtemps ca a change plein de trucs je vais mieux mais c est trop recent donc j attends avant de positiver betement sur cet antipsychotique que je vais me faire prescrire aujourd hui d ailleurs puisque la boite contient 28 cp
119,abilify,l abilify ne provoque pas de prise de poids
120,abilify,hyper triglycerydemie
121,abilify,jamais negliger la prise de ce medicament
122,abilify,j ai de grosses difficultes a fixer mon attention a m interesser aux choses aux gens je me sens isolee du reste du monde rien ne me touche plus vraiment malgre une emotivite bien presente
123,abilify,etre a l attention de son comportement
124,abilify,en lui meme le trt est tres bien je dis de mon cas bon stabilisation mais reste a evaluer le comportement faut il associe a une tcc
125,abilify,en cas de syndrome des jambes sans repos diminuer les doses en accord avec votre medecin
126,abilify,le gros probleme pour moi est la prise de poids
127,abilify,ce medicament me met parfois hors de la realite j ai du mal a voir ce qui est faux du vrai
128,abilify,traitement remplazce par abilify 10mg
129,abilify,le prendre le soir en cas d insomnie
130,abilify,me donne des tremblements
131,abilify,l abilify me permet de ne pas etre emotf ni apathique
132,abilify,prendre regulierement son traitement plus d anxiete ni d idees noires
133,acadione,acadione m a ete prescrit des qu il a ete commercialise a la fin de l annee 1987 par l urologue qui me suivait alors avant sa mise sur le marche il etait connu sous le nom de tiopronine il etait surtout administre aux patients souffrant de rhumatismes j ai pris ce traitement pendant 30 ans il me convenait tout a fait durant ces 30 annees il n y a eu aucune suspicion de recidive je n ai pas eu de colique nephretique je n ai subi aucune intervention chirurgicale il n a plus ete commercialise en 2017 en 2018 une echographie renale faisait etat de cristaux de cystine et de lysine dans mes 2 reins je donne donc la note de 10 sur 10 a acadione
134,acarbose,aussi efficace qu ozempic mais combine a du stagid et 4mg de glimepiride avec moins d effets secondaire
135,acarbose,tres efficace
136,acarbose,a ete supprime par mon diabetologue efficacite nulle effets indesirables maxi bullshit
137,acebutolol,ca le convient parfaitement
138,aceclofenac,pour le moment cela fais effet sur mon dos je peine moin le matin au reveil j arrive a bouger plus que d habitudes par contre ne fais effet que 8h sur moi
139,acide,important de ne pas l oublier
140,acide,je prends 3 cachets d acide folique 5 mg 48h apres mon injection de methoject 20 mg rien de particulier sur ce medicament qui a ete augmente avec le temps afin de limiter les effets indesirables du metotrexate
141,acide,je ne voie aucun effet a part que je dort beaucoup es ce medicament ou tous mes comprimer
142,acide,bonjour je trouve que ce medicament m a apporte beaucoup de bien en general a voir sur du long terme
143,acide,au debut de mon traitement mon rhumatologue m avait dit de prendre 2 comprimes 48h apres mon injection mais les effets indesirable de mon injection etait vraiment affreux du coup je dois en prendre un 24h et l autre 48h apres mon injection et la il fait
144,acide,pas le choix de prendre ce medoc c est un combine ne pas oublier la journee que vous prener la metho vous ne prener la prener pas
145,acide,apres administration j ai eu des courbatures fatigue
146,aclasta,1 ere prise aclasta mai 2024 tout s est tres bien passe 2eme prise mai 2025 depuis anemie fatigue perte de poids douleurs au dos je n arrive plus a marcher faiblesse dans les muscles nausees vertiges maux de tete je n ai jamais ressenti de tels symptomes de toute ma vie obligee de prendre du fer depuis 1 mois aucune amelioration je ne ferai pas d autre perfusion d aclasta
147,aclasta,bonjour j ai subi ma premiere injection a domicile en mars 2022 au bout de 8 heures j ai cru qu un camion m etait passe dessus j ai douleurs inimaginable dans les muscles et les os fievre plus plus shere orl completement prise une toux plus plus je suis reste au lit 8 jours et au bout de 10 jours j etais positive au covid j ai voulu retente je viens de faire ma deuxieme injection avril 2023 toujours pareille malade plus plus et positive au covid au bout de 2 jours de l injection c est termine il faut etre malade pour continuer ce genre d injection et je pense que j oublie encore des effets indesirables je crois que j ai tout eu peut etre qu il y a des personnes a qui sa n a rien fait mais je suis septique au vu des commentaires en tout cas mon experience et vraiment negative et je ne recommencerais pas
148,aclasta,bonjour tous ces avis negatifs sur aclasta m ont terrifiee j ai attendu 4 mois avant de me decider a faire cette injection mais a 61 ans je me suis deja casse le col du femur et j aimerais bien garder le 2eme alors j ai pris mon courage a deux mains et rien pas la moindre douleur juste une grande fatigue le lendemain de l injection j ai bien suivi toutes les recommandations j ai bu 2 l d eau la veille le jour et le lendemain j ai pris du paracetamol 1 heure avant et 3 fois par jour pendant 48 heures l infirmiere a fait passer le produit en 30 mn je temoigne pour dire que ce que j ai vecu avec aclasta est bien peu de chose par rapport a la douleur d une fracture du col du femur bien sur chaque personne est differente et j ai peut etre eu de la chance je voulais juste dire que parfois ca se passe tres bien
149,aclasta,ma premiere et unique perfusion d aclasta ayant eu lieu en decembre 2022 je ne peux donc pas evaluer son benefice sur mon osteoporose mais depuis la prise de ce medicament j eprouve quotidiennement de la fatigue et des nausees en journee et j ai souvent des maux de tete la nuit j ignore si ce sont la des effets indesirables de ce traitement et j aimerais beaucoup avoir des retours sur ce sujet
150,aclasta,apres une semaine de l injection aclasta j ai ressentis des douleurs dans toutes les articulations et surtout j ai eu une fracture d une vertebre apres port d un corset kine aujourd hui un an apres j ai constamment mal au dos et ma vertebre l3 est tassee d un tiers il n y a rien a faire a part supporter la douleur mon rhumatologue m a prescrit prolia et je vois que ce sont les memes effets secondaires par consequent je ne soigne mon osteoporose qu en prenant de la vitamine d actonel me donnait des douleurs a la machoire
151,aclasta,j ai fait par infirmiere perfusion d aclasta il y a 3 jours j ai eu douleurs dans le cou pouvait plus tourner la tete et douleurs ailleurs apres diarrhee j ai pris medicaments contre diarrhee que ma soeur m a apportes je ne sais pas s il y a des resultats sur osteoporose mais on est trop malade avec aclasta
152,aclasta,j ai recu une perfusion d aclasta 5mg tout s est bien passe mais des la nuit qui a suivi j ai eu des douleurs abdominales intenses nausee et cephalees allant assez mal j ai consulte mon medecin traitant qui a diagnostique une gastrite et confirme que mes symptomes etaient surement du a l aclasta apres deux jours les cephalees ont diminuees et les nausees se sont attenuees mais je suis alitee car vraiment fatiguee et pleine de douleurs tendineuse et osseuses et ne peut toujours pas manger quelqu u a t il fait une experience similaire combien de temps cela dure t il je regrette beaucoup n avoir pas ete prevenue de ces effets
153,aclasta,ma premiere perfusion faite le dix huit decembre 2020 a l hopital purpan a toulouse sur deux heures a la suite d un t score de 2 5 au col du femur et 3 au rachis les effets indesirables suite a ma premiere perfusion ont ete des vomissements fievre douleurs intenses dans tout le corps constipation diahree amaigrissement de 14 kg scorbut vitamine c carence en fer folates et en phosphore au mois de decembre 2021 fatigue parfois intense mon poids maximum a ete de 46 46 5 au mois d aout septembre octobre jusqu a mi novembre ou je suis descendue a un poids se maintenant entre 43 5 et 42 par periodes jusqu au 21 janvier 2022 taux d albumine haut taux de lymphocytes bas carence en zinc et cholesterol haut en septembre 2022 manque de defenses immunitaires dont trois creves durant l annee 2022 2023 une en septembre octobre 2022 une en novembre decembre 2022 et une en avril 2022 avec fievre malgre les medicaments et ensuite un malaise le 21 mai 2023 ma seconde perfusion a ete faite le 21 janvier 2022 sur une demi heure dans un cabinet infirmier a soreze les effets indesirables suite a ma deuxieme perfusion ont ete pires que la premiere perfusion grosse fatigue chute des globules blancs reflux constipation sous forme de billes ventre qui gargouille amaigrissement de 3 5 kg jusqu a 39 5 puis ensuite poids redevenu stable entre 42 et 43 7 reflux constipation toujours presents malgre les medicaments et poids toujours pas repris a ce jour suite a cela je ne suis prete a recevoir la 3eme perfusion de ce veritable poison aclasta plus jamais c est termine definitivement
